,X,id,value,location,dates,measure,micrograms,value1,value2
122915,122915,3381644,0.081,Boonsri,09-Dec-15,Ammonium,1000,81,0.005447575
122943,122943,3382510,0.071,Boonsri,09-Dec-15,Ammonium,1000,71,0.004775035
122971,122971,3383376,0.067,Boonsri,09-Dec-15,Ammonium,1000,67,0.004506019
122996,122996,3384333,0.15,Somchair,09-Dec-15,Ammonium,1000,150,0.010088103
123016,123016,3385293,0.098,Busarakhan,09-Dec-15,Ammonium,1000,98,0.006590894
123032,123032,3385873,0.404,Decha,09-Dec-15,Ammonium,1000,404,0.027170623
123042,123042,3386362,0.18,Achara,09-Dec-15,Ammonium,1000,180,0.012105723
123066,123066,3438057,0.084,Chai,10-Dec-15,Ammonium,1000,84,0.005649338
123084,123084,3439019,0.041,Chai,10-Dec-15,Ammonium,1000,41,0.002757415
123102,123102,3439986,0.034,Chai,10-Dec-15,Ammonium,1000,34,0.002286637
123123,123123,3443956,0.136,Kannika,10-Dec-15,Ammonium,1000,136,0.009146547
123153,123153,3444510,0.134,Kannika,10-Dec-15,Ammonium,1000,134,0.009012038
123183,123183,3445058,0.138,Kannika,10-Dec-15,Ammonium,1000,138,0.009281055
123213,123213,3445611,0.123,Sakda,10-Dec-15,Ammonium,1000,123,0.008272244
123243,123243,3446162,0.119,Sakda,10-Dec-15,Ammonium,1000,119,0.008003228
123273,123273,3446717,0.124,Sakda,10-Dec-15,Ammonium,1000,124,0.008339498
123303,123303,3448858,3.342,Kohsoom,12-Dec-15,Ammonium,1000,3342,0.22476293
123337,123337,3385886,0.495,Decha,17-Dec-15,Ammonium,1000,495,0.033290739
123352,123352,3438090,0.09,Chai,17-Dec-15,Ammonium,1000,90,0.006052862
123361,123361,3439052,0.084,Chai,17-Dec-15,Ammonium,1000,84,0.005649338
123370,123370,3440019,0.092,Chai,17-Dec-15,Ammonium,1000,92,0.00618737
123379,123379,3384372,0.09,Somchair,19-Dec-15,Ammonium,1000,90,0.006052862
123388,123388,3385331,0.105,Busarakhan,19-Dec-15,Ammonium,1000,105,0.007061672
123401,123401,3278056,0.114,Boonsri,08-Jan-16,Ammonium,1000,114,0.007666958
123428,123428,3279094,0.108,Boonsri,08-Jan-16,Ammonium,1000,108,0.007263434
123455,123455,3279999,0.11,Boonsri,08-Jan-16,Ammonium,1000,110,0.007397942
123481,123481,3300184,0.137,Kannika,09-Jan-16,Ammonium,1000,137,0.009213801
123512,123512,3300748,0.136,Kannika,09-Jan-16,Ammonium,1000,136,0.009146547
123543,123543,3301315,0.136,Kannika,09-Jan-16,Ammonium,1000,136,0.009146547
123574,123574,3301882,0.115,Sakda,09-Jan-16,Ammonium,1000,115,0.007734212
123605,123605,3302417,0.113,Sakda,09-Jan-16,Ammonium,1000,113,0.007599704
123636,123636,3302952,0.113,Sakda,09-Jan-16,Ammonium,1000,113,0.007599704
123684,123684,3280908,0.269,Somchair,14-Jan-16,Ammonium,1000,269,0.018091331
123704,123704,3281915,0.085,Busarakhan,14-Jan-16,Ammonium,1000,85,0.005716592
123720,123720,3282889,0.39,Decha,14-Jan-16,Ammonium,1000,390,0.026229067
123730,123730,3283437,0.13,Achara,15-Jan-16,Ammonium,1000,130,0.008743022
123753,123753,3293529,0.144,Chai,16-Jan-16,Ammonium,1000,144,0.009684579
123775,123775,3294529,0.069,Chai,16-Jan-16,Ammonium,1000,69,0.004640527
123797,123797,3295834,0.053,Chai,16-Jan-16,Ammonium,1000,53,0.003564463
123827,123827,3282901,0.257,Decha,21-Jan-16,Ammonium,1000,257,0.017284283
123844,123844,3293566,0.109,Chai,21-Jan-16,Ammonium,1000,109,0.007330688
123852,123852,3294569,0.118,Chai,21-Jan-16,Ammonium,1000,118,0.007935974
123860,123860,3295871,0.097,Chai,21-Jan-16,Ammonium,1000,97,0.00652364
123867,123867,3278104,0.074,Boonsri,22-Jan-16,Ammonium,1000,74,0.004976797
123876,123876,3279142,0.101,Boonsri,22-Jan-16,Ammonium,1000,101,0.006792656
123885,123885,3280047,0.077,Boonsri,22-Jan-16,Ammonium,1000,77,0.005178559
123899,123899,3305098,1.9535,Kohsoom,23-Jan-16,Ammonium,1000,1953.5,0.131380725
123933,123933,3278131,0.158,Boonsri,06-Feb-16,Ammonium,1000,158,0.010626135
123944,123944,3280966,0.43,Somchair,06-Feb-16,Ammonium,1000,430,0.028919228
123969,123969,3281972,0.458,Busarakhan,06-Feb-16,Ammonium,1000,458,0.03080234
123989,123989,3282927,0.323,Decha,07-Feb-16,Ammonium,1000,323,0.021723048
124016,124016,3281010,0.151,Somchair,11-Feb-16,Ammonium,1000,151,0.010155357
124035,124035,3282014,0.104,Busarakhan,11-Feb-16,Ammonium,1000,104,0.006994418
124054,124054,3300229,0.183,Kannika,11-Feb-16,Ammonium,1000,183,0.012307485
124084,124084,3300793,0.175,Kannika,11-Feb-16,Ammonium,1000,175,0.011769453
124114,124114,3301360,0.185,Kannika,11-Feb-16,Ammonium,1000,185,0.012441993
124144,124144,3301927,0.176,Sakda,11-Feb-16,Ammonium,1000,176,0.011836707
124173,124173,3302462,0.173,Sakda,11-Feb-16,Ammonium,1000,173,0.011634945
124202,124202,3302997,0.179,Sakda,11-Feb-16,Ammonium,1000,179,0.012038469
124232,124232,3283477,0.06,Achara,12-Feb-16,Ammonium,1000,60,0.004035241
124256,124256,3293603,0.043,Chai,12-Feb-16,Ammonium,1000,43,0.002891923
124275,124275,3294627,0.039,Chai,12-Feb-16,Ammonium,1000,39,0.002622907
124293,124293,3295908,0.044,Chai,12-Feb-16,Ammonium,1000,44,0.002959177
124320,124320,3278161,0.074,Boonsri,17-Feb-16,Ammonium,1000,74,0.004976797
124348,124348,3279188,0.075,Boonsri,17-Feb-16,Ammonium,1000,75,0.005044051
124376,124376,3280093,0.084,Boonsri,17-Feb-16,Ammonium,1000,84,0.005649338
124404,124404,3291420,6.551,Tansanee,17-Feb-16,Ammonium,1000,6551,0.440581075
124426,124426,3282944,0.172,Decha,18-Feb-16,Ammonium,1000,172,0.011567691
124463,124463,3305140,1.4195,Kohsoom,20-Feb-16,Ammonium,1000,1419.5,0.095467079
124496,124496,3293644,0.053,Chai,25-Feb-16,Ammonium,1000,53,0.003564463
124504,124504,3294679,0.037,Chai,25-Feb-16,Ammonium,1000,37,0.002488399
124512,124512,3295949,0.029,Chai,25-Feb-16,Ammonium,1000,29,0.001950367
124520,124520,3281052,0.395,Somchair,26-Feb-16,Ammonium,1000,395,0.026565337
124529,124529,3282055,0.06,Busarakhan,26-Feb-16,Ammonium,1000,60,0.004035241
124542,124542,3291455,0.619,Tansanee,26-Feb-16,Ammonium,1000,619,0.041630237
124563,124563,3293668,0.05,Chai,05-Mar-16,Ammonium,1000,50,0.003362701
124585,124585,3294710,0.053,Chai,05-Mar-16,Ammonium,1000,53,0.003564463
124607,124607,3295973,0.078,Chai,05-Mar-16,Ammonium,1000,78,0.005245813
124628,124628,3278219,0.053,Boonsri,10-Mar-16,Ammonium,1000,53,0.003564463
124639,124639,3281082,0.411,Somchair,11-Mar-16,Ammonium,1000,411,0.027641402
124662,124662,3282085,0.016,Busarakhan,11-Mar-16,Ammonium,1000,16,0.001076064
124685,124685,3300275,0.172,Kannika,11-Mar-16,Ammonium,1000,172,0.011567691
124717,124717,3300839,0.16,Kannika,11-Mar-16,Ammonium,1000,160,0.010760643
124749,124749,3301406,0.167,Kannika,11-Mar-16,Ammonium,1000,167,0.011231421
124781,124781,3301972,0.153,Sakda,11-Mar-16,Ammonium,1000,153,0.010289865
124811,124811,3302507,0.141,Sakda,11-Mar-16,Ammonium,1000,141,0.009482817
124841,124841,3303042,0.149,Sakda,11-Mar-16,Ammonium,1000,149,0.010020849
124870,124870,3283517,0.04,Achara,12-Mar-16,Ammonium,1000,40,0.002690161
124906,124906,3282974,0.116,Decha,13-Mar-16,Ammonium,1000,116,0.007801466
124917,124917,3278245,0.02,Boonsri,17-Mar-16,Ammonium,1000,20,0.00134508
124945,124945,3279259,0.017,Boonsri,17-Mar-16,Ammonium,1000,17,0.001143318
124973,124973,3280164,0.023,Boonsri,17-Mar-16,Ammonium,1000,23,0.001546842
124997,124997,3293711,0.025,Chai,17-Mar-16,Ammonium,1000,25,0.00168135
125005,125005,3294764,0,Chai,17-Mar-16,Ammonium,1000,0,0
125013,125013,3296016,0,Chai,17-Mar-16,Ammonium,1000,0,0
125022,125022,3282987,0.077,Decha,18-Mar-16,Ammonium,1000,77,0.005178559
125046,125046,3281123,0.153,Somchair,20-Mar-16,Ammonium,1000,153,0.010289865
125054,125054,3282124,0.136,Busarakhan,20-Mar-16,Ammonium,1000,136,0.009146547
125066,125066,3291492,0.449,Tansanee,20-Mar-16,Ammonium,1000,449,0.030197054
125088,125088,3305183,1.448,Kohsoom,20-Mar-16,Ammonium,1000,1448,0.097383819
125132,125132,3293742,0.0439,Chai,01-Apr-16,Ammonium,1000,43.9,0.002952451
125157,125157,3294809,0.0205,Chai,01-Apr-16,Ammonium,1000,20.5,0.001378707
125182,125182,3296047,0.019,Chai,01-Apr-16,Ammonium,1000,19,0.001277826
125209,125209,3300323,0.119,Kannika,01-Apr-16,Ammonium,1000,119,0.008003228
125241,125241,3300887,0.11,Kannika,01-Apr-16,Ammonium,1000,110,0.007397942
125273,125273,3301454,0.112,Kannika,01-Apr-16,Ammonium,1000,112,0.00753245
125305,125305,3302016,0.124,Sakda,01-Apr-16,Ammonium,1000,124,0.008339498
125335,125335,3302551,0.11,Sakda,01-Apr-16,Ammonium,1000,110,0.007397942
125365,125365,3303086,0.12,Sakda,01-Apr-16,Ammonium,1000,120,0.008070482
125395,125395,3291530,0.135,Tansanee,02-Apr-16,Ammonium,1000,135,0.009079292
125416,125416,3281158,0.071,Somchair,08-Apr-16,Ammonium,1000,71,0.004775035
125442,125442,3282159,0.049,Busarakhan,08-Apr-16,Ammonium,1000,49,0.003295447
125485,125485,3283013,0.047,Decha,11-Apr-16,Ammonium,1000,47,0.003160939
125491,125491,3278309,0.053,Boonsri,15-Apr-16,Ammonium,1000,53,0.003564463
125504,125504,3283030,0.052,Decha,15-Apr-16,Ammonium,1000,52,0.003497209
125522,125522,3293791,0,Chai,15-Apr-16,Ammonium,1000,0,0
125530,125530,3294871,0,Chai,15-Apr-16,Ammonium,1000,0,0
125538,125538,3296096,0.027,Chai,15-Apr-16,Ammonium,1000,27,0.001815858
125550,125550,3283555,0.14,Achara,16-Apr-16,Ammonium,1000,140,0.009415563
125601,125601,3281210,0.056,Somchair,24-Apr-16,Ammonium,1000,56,0.003766225
125610,125610,3282211,0.091,Busarakhan,24-Apr-16,Ammonium,1000,91,0.006120116
125623,125623,3278341,0.042,Boonsri,28-Apr-16,Ammonium,1000,42,0.002824669
125651,125651,3279344,0.063,Boonsri,28-Apr-16,Ammonium,1000,63,0.004237003
125679,125679,3280249,0.053,Boonsri,28-Apr-16,Ammonium,1000,53,0.003564463
125707,125707,3305226,0.7589,Kohsoom,29-Apr-16,Ammonium,1000,758.9,0.051039075
125730,125730,3278387,0,Boonsri,07-May-16,Ammonium,1000,0,0
125750,125750,3293834,0.095,Chai,12-May-16,Ammonium,1000,95,0.006389132
125773,125773,3294940,0.075,Chai,12-May-16,Ammonium,1000,75,0.005044051
125796,125796,3296139,0.051,Chai,12-May-16,Ammonium,1000,51,0.003429955
125816,125816,3283057,0.051,Decha,13-May-16,Ammonium,1000,51,0.003429955
125826,125826,3283597,0.16,Achara,13-May-16,Ammonium,1000,160,0.010760643
125849,125849,3300370,0.092,Kannika,13-May-16,Ammonium,1000,92,0.00618737
125881,125881,3300934,0.089,Kannika,13-May-16,Ammonium,1000,89,0.005985608
125913,125913,3301501,0.083,Kannika,13-May-16,Ammonium,1000,83,0.005582084
125945,125945,3302060,0.284,Sakda,13-May-16,Ammonium,1000,284,0.019100141
125977,125977,3302595,0.267,Sakda,13-May-16,Ammonium,1000,267,0.017956823
126009,126009,3303130,0.291,Sakda,13-May-16,Ammonium,1000,291,0.019570919
126039,126039,3281247,0.063,Somchair,14-May-16,Ammonium,1000,63,0.004237003
126062,126062,3282248,0.092,Busarakhan,14-May-16,Ammonium,1000,92,0.00618737
126086,126086,3291567,0.72,Tansanee,14-May-16,Ammonium,1000,720,0.048422893
126127,126127,3283074,0.052,Decha,19-May-16,Ammonium,1000,52,0.003497209
126149,126149,3293874,0.072,Chai,20-May-16,Ammonium,1000,72,0.004842289
126158,126158,3294987,0.086,Chai,20-May-16,Ammonium,1000,86,0.005783846
126167,126167,3296179,0.032,Chai,20-May-16,Ammonium,1000,32,0.002152129
126176,126176,3281288,0.187,Somchair,22-May-16,Ammonium,1000,187,0.012576501
126191,126191,3282292,0.085,Busarakhan,26-May-16,Ammonium,1000,85,0.005716592
126204,126204,3278427,0.052,Boonsri,28-May-16,Ammonium,1000,52,0.003497209
126232,126232,3279418,0.056,Boonsri,28-May-16,Ammonium,1000,56,0.003766225
126260,126260,3280323,0.057,Boonsri,28-May-16,Ammonium,1000,57,0.003833479
126288,126288,3305269,0.4228,Kohsoom,28-May-16,Ammonium,1000,422.8,0.028434999
126311,126311,3278468,0,Boonsri,03-Jun-16,Ammonium,1000,0,0
126322,126322,3293907,0,Chai,03-Jun-16,Ammonium,1000,0,0
126345,126345,3295032,0,Chai,03-Jun-16,Ammonium,1000,0,0
126368,126368,3296212,0,Chai,03-Jun-16,Ammonium,1000,0,0
126393,126393,3300418,0.134,Kannika,03-Jun-16,Ammonium,1000,134,0.009012038
126425,126425,3300982,0.124,Kannika,03-Jun-16,Ammonium,1000,124,0.008339498
126457,126457,3301549,0.137,Kannika,03-Jun-16,Ammonium,1000,137,0.009213801
126489,126489,3283636,0.05,Achara,11-Jun-16,Ammonium,1000,50,0.003362701
126517,126517,3302107,0.081,Sakda,11-Jun-16,Ammonium,1000,81,0.005447575
126547,126547,3302642,0.078,Sakda,11-Jun-16,Ammonium,1000,78,0.005245813
126577,126577,3303177,0.075,Sakda,11-Jun-16,Ammonium,1000,75,0.005044051
126604,126604,3283110,0.055,Decha,12-Jun-16,Ammonium,1000,55,0.003698971
126615,126615,3291604,0.115,Tansanee,13-Jun-16,Ammonium,1000,115,0.007734212
126644,126644,3278500,0.048,Boonsri,16-Jun-16,Ammonium,1000,48,0.003228193
126672,126672,3279480,0.062,Boonsri,16-Jun-16,Ammonium,1000,62,0.004169749
126700,126700,3280385,0.063,Boonsri,16-Jun-16,Ammonium,1000,63,0.004237003
126726,126726,3281330,0.079,Somchair,16-Jun-16,Ammonium,1000,79,0.005313067
126749,126749,3282330,0.112,Busarakhan,16-Jun-16,Ammonium,1000,112,0.00753245
126781,126781,3283127,0.09,Decha,19-Jun-16,Ammonium,1000,90,0.006052862
126803,126803,3305312,2.746,Kohsoom,19-Jun-16,Ammonium,1000,2746,0.184679535
126845,126845,3293959,0.286,Chai,23-Jun-16,Ammonium,1000,286,0.019234649
126854,126854,3295103,0.256,Chai,23-Jun-16,Ammonium,1000,256,0.017217029
126863,126863,3296264,0.425,Chai,23-Jun-16,Ammonium,1000,425,0.028582958
126884,126884,3281372,0.131,Somchair,26-Jun-16,Ammonium,1000,131,0.008810276
126893,126893,3282369,0.163,Busarakhan,26-Jun-16,Ammonium,1000,163,0.010962405
126906,126906,3300465,0.03,Kannika,01-Jul-16,Ammonium,1000,30,0.002017621
126938,126938,3301029,0,Kannika,01-Jul-16,Ammonium,1000,0,0
126970,126970,3301596,0,Kannika,01-Jul-16,Ammonium,1000,0,0
126997,126997,3278551,0.04,Boonsri,02-Jul-16,Ammonium,1000,40,0.002690161
127005,127005,3279531,0.032,Boonsri,02-Jul-16,Ammonium,1000,32,0.002152129
127013,127013,3280436,0.041,Boonsri,02-Jul-16,Ammonium,1000,41,0.002757415
127024,127024,3293985,0.087,Chai,02-Jul-16,Ammonium,1000,87,0.0058511
127050,127050,3295137,0.102,Chai,02-Jul-16,Ammonium,1000,102,0.00685991
127076,127076,3296290,0.052,Chai,02-Jul-16,Ammonium,1000,52,0.003497209
127104,127104,3302153,0.089,Sakda,08-Jul-16,Ammonium,1000,89,0.005985608
127134,127134,3302688,0.082,Sakda,08-Jul-16,Ammonium,1000,82,0.00551483
127164,127164,3303223,0.089,Sakda,08-Jul-16,Ammonium,1000,89,0.005985608
127189,127189,3278570,0.045,Boonsri,10-Jul-16,Ammonium,1000,45,0.003026431
127196,127196,3279550,0.029,Boonsri,10-Jul-16,Ammonium,1000,29,0.001950367
127203,127203,3280455,0.045,Boonsri,10-Jul-16,Ammonium,1000,45,0.003026431
127210,127210,3283146,0.103,Decha,10-Jul-16,Ammonium,1000,103,0.006927164
127215,127215,3294029,0.149,Chai,10-Jul-16,Ammonium,1000,149,0.010020849
127224,127224,3295188,0.136,Chai,10-Jul-16,Ammonium,1000,136,0.009146547
127233,127233,3296334,0.162,Chai,10-Jul-16,Ammonium,1000,162,0.010895151
127244,127244,3281407,0.088,Somchair,14-Jul-16,Ammonium,1000,88,0.005918354
127267,127267,3282404,0.091,Busarakhan,14-Jul-16,Ammonium,1000,91,0.006120116
127301,127301,3283678,0.04,Achara,16-Jul-16,Ammonium,1000,40,0.002690161
127324,127324,3291640,2.707,Tansanee,16-Jul-16,Ammonium,1000,2707,0.182056628
127346,127346,3283162,0.119,Decha,17-Jul-16,Ammonium,1000,119,0.008003228
127365,127365,3294049,0.074,Chai,17-Jul-16,Ammonium,1000,74,0.004976797
127374,127374,3295214,0.101,Chai,17-Jul-16,Ammonium,1000,101,0.006792656
127383,127383,3296354,0.106,Chai,17-Jul-16,Ammonium,1000,106,0.007128926
127411,127411,3281448,0.116,Somchair,20-Jul-16,Ammonium,1000,116,0.007801466
127421,127421,3282446,0.127,Busarakhan,20-Jul-16,Ammonium,1000,127,0.00854126
127434,127434,3278599,0,Boonsri,21-Jul-16,Ammonium,1000,0,0
127462,127462,3279579,0,Boonsri,21-Jul-16,Ammonium,1000,0,0
127490,127490,3280484,0,Boonsri,21-Jul-16,Ammonium,1000,0,0
127524,127524,3305355,1.428,Kohsoom,23-Jul-16,Ammonium,1000,1428,0.096038738
127547,127547,3281463,0.081,Somchair,24-Jul-16,Ammonium,1000,81,0.005447575
127556,127556,3282462,0.062,Busarakhan,24-Jul-16,Ammonium,1000,62,0.004169749
127564,127564,3283189,0.051,Decha,24-Jul-16,Ammonium,1000,51,0.003429955
127584,127584,3278649,0.04,Boonsri,05-Aug-16,Ammonium,1000,40,0.002690161
127592,127592,3279629,0.038,Boonsri,05-Aug-16,Ammonium,1000,38,0.002555653
127600,127600,3280534,0.057,Boonsri,05-Aug-16,Ammonium,1000,57,0.003833479
127611,127611,3294085,0.029,Chai,05-Aug-16,Ammonium,1000,29,0.001950367
127634,127634,3295268,0.033,Chai,05-Aug-16,Ammonium,1000,33,0.002219383
127657,127657,3296390,0.026,Chai,05-Aug-16,Ammonium,1000,26,0.001748604
127682,127682,3300513,0.089,Kannika,07-Aug-16,Ammonium,1000,89,0.005985608
127714,127714,3301077,0.085,Kannika,07-Aug-16,Ammonium,1000,85,0.005716592
127746,127746,3301644,0.086,Kannika,07-Aug-16,Ammonium,1000,86,0.005783846
127776,127776,3281498,0.027,Somchair,11-Aug-16,Ammonium,1000,27,0.001815858
127799,127799,3282497,0.045,Busarakhan,11-Aug-16,Ammonium,1000,45,0.003026431
127829,127829,3291675,0.03,Tansanee,12-Aug-16,Ammonium,1000,30,0.002017621
127874,127874,3281537,0.025,Somchair,19-Aug-16,Ammonium,1000,25,0.00168135
127883,127883,3282536,0.045,Busarakhan,19-Aug-16,Ammonium,1000,45,0.003026431
127896,127896,3283217,0.146,Decha,19-Aug-16,Ammonium,1000,146,0.009819087
127919,127919,3302198,0.029,Sakda,19-Aug-16,Ammonium,1000,29,0.001950367
127948,127948,3302733,0,Sakda,19-Aug-16,Ammonium,1000,0,0
127977,127977,3303268,0,Sakda,19-Aug-16,Ammonium,1000,0,0
128001,128001,3283244,0.191,Decha,20-Aug-16,Ammonium,1000,191,0.012845518
128012,128012,3283716,0.056,Achara,20-Aug-16,Ammonium,1000,56,0.003766225
128042,128042,3278684,0.091,Boonsri,21-Aug-16,Ammonium,1000,91,0.006120116
128070,128070,3279664,0.094,Boonsri,21-Aug-16,Ammonium,1000,94,0.006321878
128098,128098,3280569,0.098,Boonsri,21-Aug-16,Ammonium,1000,98,0.006590894
128122,128122,3294134,0.031,Chai,21-Aug-16,Ammonium,1000,31,0.002084875
128131,128131,3295331,0.029,Chai,21-Aug-16,Ammonium,1000,29,0.001950367
128140,128140,3296439,0.044,Chai,21-Aug-16,Ammonium,1000,44,0.002959177
128153,128153,3305399,0.8393,Kohsoom,21-Aug-16,Ammonium,1000,839.3,0.056446298
128179,128179,3278725,0.027,Boonsri,27-Aug-16,Ammonium,1000,27,0.001815858
128187,128187,3279705,0,Boonsri,27-Aug-16,Ammonium,1000,0,0
128195,128195,3280610,0.016,Boonsri,27-Aug-16,Ammonium,1000,16,0.001076064
128203,128203,3283251,0.107,Decha,27-Aug-16,Ammonium,1000,107,0.00719618
128236,128236,3294165,0.061,Chai,03-Sep-16,Ammonium,1000,61,0.004102495
128259,128259,3295374,0.058,Chai,03-Sep-16,Ammonium,1000,58,0.003900733
128282,128282,3296470,0.063,Chai,03-Sep-16,Ammonium,1000,63,0.004237003
128307,128307,3302243,0.026,Sakda,03-Sep-16,Ammonium,1000,26,0.001748604
128337,128337,3302778,0,Sakda,03-Sep-16,Ammonium,1000,0,0
128367,128367,3303313,0,Sakda,03-Sep-16,Ammonium,1000,0,0
128397,128397,3291711,0.113,Tansanee,04-Sep-16,Ammonium,1000,113,0.007599704
128423,128423,3278749,0.046,Boonsri,09-Sep-16,Ammonium,1000,46,0.003093685
128431,128431,3279729,0.033,Boonsri,09-Sep-16,Ammonium,1000,33,0.002219383
128439,128439,3280634,0.039,Boonsri,09-Sep-16,Ammonium,1000,39,0.002622907
128450,128450,3281575,0.04,Somchair,09-Sep-16,Ammonium,1000,40,0.002690161
128474,128474,3282574,0.061,Busarakhan,09-Sep-16,Ammonium,1000,61,0.004102495
128494,128494,3283258,0.02,Decha,12-Sep-16,Ammonium,1000,20,0.00134508
128504,128504,3283760,0.078,Achara,16-Sep-16,Ammonium,1000,78,0.005245813
128522,128522,3294210,0.082,Chai,16-Sep-16,Ammonium,1000,82,0.00551483
128531,128531,3295431,0,Chai,16-Sep-16,Ammonium,1000,0,0
128540,128540,3296515,0.097,Chai,16-Sep-16,Ammonium,1000,97,0.00652364
128553,128553,3300560,0.03,Kannika,16-Sep-16,Ammonium,1000,30,0.002017621
128585,128585,3301125,0.029,Kannika,16-Sep-16,Ammonium,1000,29,0.001950367
128617,128617,3301692,0.03,Kannika,16-Sep-16,Ammonium,1000,30,0.002017621
128645,128645,3281617,0.024,Somchair,17-Sep-16,Ammonium,1000,24,0.001614096
128654,128654,3282615,0.044,Busarakhan,17-Sep-16,Ammonium,1000,44,0.002959177
128664,128664,3283271,0.062,Decha,17-Sep-16,Ammonium,1000,62,0.004169749
128683,128683,3278783,0.086,Boonsri,22-Sep-16,Ammonium,1000,86,0.005783846
128711,128711,3279762,0.066,Boonsri,22-Sep-16,Ammonium,1000,66,0.004438765
128739,128739,3280667,0.073,Boonsri,22-Sep-16,Ammonium,1000,73,0.004909543
128767,128767,3305442,1.888,Kohsoom,22-Sep-16,Ammonium,1000,1888,0.126975587
128791,128791,3281635,0.018,Somchair,24-Sep-16,Ammonium,1000,18,0.001210572
128800,128800,3282633,0.055,Busarakhan,24-Sep-16,Ammonium,1000,55,0.003698971
128809,128809,3294231,0.052,Chai,25-Sep-16,Ammonium,1000,52,0.003497209
128818,128818,3295460,0.051,Chai,25-Sep-16,Ammonium,1000,51,0.003429955
128827,128827,3296536,0.048,Chai,25-Sep-16,Ammonium,1000,48,0.003228193
128858,128858,3302287,0,Sakda,01-Oct-16,Ammonium,1000,0,0
128888,128888,3302822,0,Sakda,01-Oct-16,Ammonium,1000,0,0
128918,128918,3303357,0,Sakda,01-Oct-16,Ammonium,1000,0,0
128948,128948,3300608,0.037,Kannika,02-Oct-16,Ammonium,1000,37,0.002488399
128980,128980,3301173,0.033,Kannika,02-Oct-16,Ammonium,1000,33,0.002219383
129012,129012,3301740,0.033,Kannika,02-Oct-16,Ammonium,1000,33,0.002219383
129039,129039,3278832,0.196,Boonsri,06-Oct-16,Ammonium,1000,196,0.013181788
129050,129050,3294261,0.032,Chai,08-Oct-16,Ammonium,1000,32,0.002152129
129076,129076,3295502,0.025,Chai,08-Oct-16,Ammonium,1000,25,0.00168135
129102,129102,3296566,0.046,Chai,08-Oct-16,Ammonium,1000,46,0.003093685
129139,129139,3283306,0.09,Decha,14-Oct-16,Ammonium,1000,90,0.006052862
129163,129163,3281673,0,Somchair,15-Oct-16,Ammonium,1000,0,0
